,areas,perimetros,aspect_ratio,solidity
1,3928193.0,7932.0,1.0666666666666667,1.0
2,3856140.0,12084.116667509079,1.0666666666666667,0.9816579692789887
3,17898.0,1016.4793524742126,0.5743243243243243,0.818400054870939
4,17484.0,1060.562612771988,1.8529411764705883,0.747355147577422
5,17450.0,1050.6214878559113,0.8073394495412844,0.7314415056377583
6,17088.5,732.2468165159225,1.0375,0.9084553839610856
7,16204.5,1100.4032324552536,0.7565217391304347,0.7097897503285151
8,15387.5,779.0163685083389,1.1225806451612903,0.8437054501590087
9,15326.5,1182.8296386003494,0.6791666666666667,0.6325292503250036
10,14252.0,616.9503531455994,1.2671755725190839,0.9201665752009556
11,14237.5,1129.4326699972153,1.3485714285714285,0.5679325062826599
12,13815.0,678.5483322143555,1.0945945945945945,0.8782022757612358
13,13576.5,1117.9179512262344,0.963855421686747,0.7194181702567364
14,13391.5,1007.550420165062,0.9947368421052631,0.7026892299619573
15,12747.0,797.8864257335663,0.8125,0.7471645027988628
16,11964.0,626.6072072982788,0.9470198675496688,0.8766761925697956
17,11957.5,874.0701912641525,0.5458715596330275,0.6981666374729959
18,11932.0,1075.248904466629,1.542857142857143,0.6172469091097201
19,11449.0,812.2295715808868,0.9102564102564102,0.7200176089554116
20,11095.5,627.8792854547501,1.2396694214876034,0.8857621841695605
21,10960.0,628.9503531455994,1.456140350877193,0.8409744868597736
22,10862.0,952.1362066268921,1.208955223880597,0.6814731162557249
23,10844.0,708.4894571304321,0.9440993788819876,0.7564701778862923
24,10820.5,605.8204103708267,0.9424460431654677,0.871145640447629
25,10678.5,614.991983294487,0.5675675675675675,0.8344859922635095
26,10252.0,576.3229365348816,1.247787610619469,0.8293827360245934
27,10251.0,659.7199051380157,0.553763440860215,0.7666018546215974
28,10209.5,534.9675980806351,0.9097222222222222,0.8506853310002916
29,10046.0,574.6660823822021,1.4678899082568808,0.8790689534476723
30,10046.0,736.9747383594513,1.049079754601227,0.7109192555374708
31,9715.5,535.168608546257,1.2735849056603774,0.8645990922844176
32,9396.0,556.0386657714844,1.1025641025641026,0.8619788083115454
33,9275.0,750.4305820465088,1.2481751824817517,0.6441195874856765
34,9250.5,765.5605248212814,1.2269503546099292,0.6241692250598833
35,9133.5,735.8447955846786,1.3140495867768596,0.7037679149329634
36,8859.0,710.6315925121307,1.2521008403361344,0.6975315932443604
37,8856.5,630.1635562181473,1.0416666666666667,0.7886815975778084
38,8787.0,522.3818116188049,1.247787610619469,0.8636296623912723
39,8610.0,609.2934989929199,2.1818181818181817,0.8204688393367638
40,8431.5,573.7371500730515,1.1160714285714286,0.8385797404147397
41,8423.5,517.4528793096542,1.0725806451612903,0.8350433705080545
42,8162.0,527.5533845424652,1.2432432432432432,0.8486612945152067
43,8074.5,576.2224313020706,1.361904761904762,0.7731973570812984
44,7898.0,489.269113779068,1.0380952380952382,0.8818669048682447
45,7797.5,514.1391710042953,1.4747474747474747,0.8132561535252398
46,7778.5,645.4772645235062,1.0074074074074073,0.7338207547169812
47,7768.0,473.269113779068,1.0526315789473684,0.8803762679208931
48,7740.0,563.3523740768433,0.7954545454545454,0.8189609565125383
49,7689.0,456.0975408554077,0.9724770642201835,0.9091339048182087
50,7542.0,588.9503531455994,0.7465753424657534,0.7938529551076259
51,7527.0,568.1219260692596,0.9256198347107438,0.7939873417721519
52,7483.5,688.1046811342239,0.743421052631579,0.7037994921470893
53,7423.0,459.47012424468994,1.1018518518518519,0.8900479616306954
54,7377.5,616.991983294487,0.8828125,0.7455032336297494
55,7281.5,716.7320977449417,0.6646341463414634,0.6564937114006221
56,7231.0,466.6416971683502,0.768595041322314,0.8765911019517517
57,7194.5,557.5950146913528,0.944,0.8084616249016744
58,7186.0,533.4112491607666,0.9435483870967742,0.7937261832440493
59,7097.5,473.85490024089813,0.9345794392523364,0.8762345679012346
60,7090.0,565.2102386951447,0.4968152866242038,0.7347150259067358
61,7058.5,474.8843377828598,0.8629032258064516,0.8505754051937097
62,7010.5,597.8792854547501,0.710691823899371,0.7611421746919277
63,6885.0,465.1269783973694,1.179245283018868,0.8356596674353683
64,6868.0,742.9747383594513,1.5523809523809524,0.5916354395486066
65,6842.0,428.01428055763245,1.0784313725490196,0.8623101644716114
66,6823.5,503.5117543935776,1.145631067961165,0.8547003194087807
67,6750.5,709.2762540578842,1.2222222222222223,0.7050866931272195
68,6743.0,560.180801153183,0.6170212765957447,0.7847084836494821
69,6676.5,509.7960251569748,1.2772277227722773,0.81574928217973
70,6665.5,478.1980460882187,0.7007299270072993,0.8369537920642893
71,6572.5,452.1980460882187,0.6746031746031746,0.876099706744868
72,6518.5,444.8843377828598,1.2959183673469388,0.8451863857374392
73,6511.0,467.9554054737091,0.8373983739837398,0.8438856846607479
74,6333.0,420.01428055763245,0.9043478260869565,0.8507522837184309
75,6279.5,412.6000670194626,1.0588235294117647,0.8761685502999861
76,6256.0,382.7594473361969,1.2588235294117647,0.8995614350420591
77,6251.5,468.68332731723785,0.6544117647058824,0.8130974832542108
78,6228.0,439.1269783973694,1.2040816326530612,0.8068402642829382
79,6053.5,489.99703562259674,1.116504854368932,0.809778610126413
80,6050.5,434.54119193553925,1.0535714285714286,0.8973674453096032
81,5986.0,381.0437180995941,1.05,0.8999473802901601
82,5873.5,472.3401814699173,0.9391304347826087,0.8138987043580683
83,5771.0,495.4112491607666,0.9805825242718447,0.7995289553893045
84,5762.5,390.31579625606537,1.2777777777777777,0.8760261477652782
85,5670.5,370.1147857904434,1.0212765957446808,0.8935549952726126
86,5585.0,412.4995617866516,0.7142857142857143,0.8717708577226254
87,5544.5,385.9726504087448,1.2840909090909092,0.8704081632653061
88,5544.5,442.25692117214203,0.9278350515463918,0.8131553860819828
89,5347.0,422.84270763397217,1.5526315789473684,0.8664722087181981
90,5321.0,371.5878744125366,1.1348314606741574,0.8796495288477434
91,5207.5,422.31579625606537,2.0,0.8246239113222487
92,5156.5,538.9675980806351,0.6159420289855072,0.7161308242483161
93,5150.0,412.6416971683502,1.5064935064935066,0.848365044065563
94,5138.0,468.5828220844269,0.9908256880733946,0.7399193548387096
95,5102.0,435.9554054737091,1.2708333333333333,0.8197300771208226
96,5065.5,349.8305150270462,0.9032258064516129,0.9050384134357692
97,5030.5,444.39905655384064,0.89,0.8081773636436662
98,5018.5,402.6000670194626,0.9056603773584906,0.7945693476884104
99,4973.0,566.3229365348816,0.46357615894039733,0.7039920724801813
100,4969.5,366.17366087436676,1.3670886075949367,0.8885213659932057
101,4912.5,614.0214208364487,1.0,0.5832591273374889
102,4887.5,528.6833273172379,0.7168141592920354,0.6768921819818572
103,4788.0,371.5289993286133,0.8913043478260869,0.8746004201296922
104,4768.5,373.2863587141037,1.064516129032258,0.8797970479704798
105,4683.0,414.01428055763245,0.89,0.792788217369223
106,4676.5,413.4284940958023,1.3506493506493507,0.8327842578577153
107,4630.0,388.70057225227356,1.5833333333333333,0.826490539093181
108,4606.5,361.8305150270462,0.8645833333333334,0.8611890072910825
109,4598.0,374.01428055763245,1.5277777777777777,0.8864468864468864
110,4589.0,440.29855132102966,0.7454545454545455,0.7911386949400914
111,4550.5,461.08534824848175,0.7064220183486238,0.736565231466494
112,4517.5,386.94321286678314,1.3333333333333333,0.8508334118090216
113,4439.0,374.55843687057495,0.967741935483871,0.8169688046378946
114,4336.5,431.5706294775009,0.6698113207547169,0.7640063424947146
